Frequency,S12_Magnitude,
1000000,-3.479995222,
1599959,-3.247613708,
2199919,-3.157309493,
2799879,-3.167519603,
3399839,-3.042430302,
3999799,-2.961354142,
4599759,-2.861476455,
5199719,-2.930035297,
5799679,-3.041820609,
6399639,-3.146559065,
6999599,-3.189450867,
7599559,-3.262712184,
8199519,-3.45429862,
8799479,-3.615465183,
9399439,-3.75349558,
9999399,-3.914351868,
10599359,-4.069103703,
11199319,-4.223194418,
11799279,-4.375355603,
12399239,-4.546799824,
12999199,-4.666892242,
13599159,-4.946375666,
14199119,-5.119705905,
14799079,-5.285860238,
15399039,-5.485298561,
15998999,-5.67081845,
16598959,-5.893762133,
17198919,-6.115366455,
17798879,-6.419373327,
18398839,-6.600989769,
18998799,-6.874184876,
19598759,-7.051946462,
20198719,-7.349387047,
20798679,-7.57126448,
21398639,-7.900519033,
21998599,-8.173457986,
22598559,-8.292745557,
23198519,-8.593183745,
23798479,-8.87333757,
24398439,-9.27980574,
24998399,-9.491167519,
25598359,-9.682944217,
26198319,-9.971533428,
26798279,-10.35427264,
27398239,-10.51792329,
27998199,-10.97820626,
28598159,-11.28100806,
29198119,-11.6646808,
29798079,-12.059963,
30398039,-12.25302293,
30997999,-12.57910208,
31597959,-12.95417156,
32197919,-13.10235002,
32797879,-13.73676077,
33397839,-14.26577337,
33997799,-14.51841035,
34597759,-15.01434857,
35197719,-15.68562381,
35797679,-15.83726166,
36397639,-16.84539168,
36997599,-17.52046789,
37597559,-18.01679646,
38197519,-18.50288016,
38797479,-19.42352571,
39397439,-20.60428034,
39997399,-22.00344949,
40597359,-22.4798396,
41197319,-23.24419354,
41797279,-25.20660176,
42397239,-26.64951229,
42997199,-30.25574362,
43597159,-33.28074905,
44197119,-36.62854193,
44797079,-43.73125643,
45397039,-46.3940041,
45996999,-36.83480754,
46596959,-34.64387725,
47196919,-28.16672046,
47796879,-25.55658616,
48396839,-24.97308859,
48996799,-23.88941277,
49596759,-22.57812806,
50196719,-21.56256821,
50796679,-20.73347156,
51396639,-19.47187104,
51996599,-18.84781927,
52596559,-18.14616373,
53196519,-17.60092384,
53796479,-17.04309802,
54396439,-16.71412316,
54996399,-15.6557714,
55596359,-15.22029602,
56196319,-14.76844416,
56796279,-14.26587748,
57396239,-13.92474411,
57996199,-13.52712321,
58596159,-13.00923008,
59196119,-12.59947538,
59796079,-12.39416211,
60396039,-12.10617212,
60995999,-11.88710678,
61595959,-11.57452994,
62195919,-11.14824623,
62795879,-10.84072668,
63395839,-10.61557428,
63995799,-10.37326044,
64595759,-10.14061898,
65195719,-9.876781434,
65795679,-9.579436474,
66395639,-9.335264128,
66995599,-9.18175395,
67595559,-8.923308007,
68195519,-8.821064157,
68795479,-8.571187213,
69395439,-8.426635816,
69995399,-8.226726594,
70595359,-8.021035578,
71195319,-7.879600003,
71795279,-7.77032939,
72395239,-7.606781277,
72995199,-7.444654813,
73595159,-7.230170537,
74195119,-7.17505601,
74795079,-6.999086998,
75395039,-6.853051474,
75994999,-6.779304153,
76594959,-6.633314471,
77194919,-6.558613814,
77794879,-6.366350009,
78394839,-6.35864155,
78994799,-6.238485422,
79594759,-6.004586313,
80194719,-6.017747389,
80794679,-5.90892962,
81394639,-5.895923458,
81994599,-5.763382628,
82594559,-5.61731599,
83194519,-5.572106756,
83794479,-5.473353077,
84394439,-5.428054439,
84994399,-5.322190673,
85594359,-5.338122806,
86194319,-5.202504781,
86794279,-5.153370911,
87394239,-5.127582763,
87994199,-5.054370246,
88594159,-5.01602156,
89194119,-4.966120419,
89794079,-4.897987133,
90394039,-4.720786108,
90993999,-4.80201481,
91593959,-4.636537789,
92193919,-4.62630899,
92793879,-4.678217792,
93393839,-4.581882661,
93993799,-4.51573529,
94593759,-4.50970045,
95193719,-4.509109396,
95793679,-4.4540303,
96393639,-4.39765595,
96993599,-4.324657785,
97593559,-4.382908349,
98193519,-4.345969215,
98793479,-4.352901306,
99393439,-4.306890441,
99993399,-4.262191411,
100593359,-4.249397611,
101193319,-4.271272324,
101793279,-4.213418292,
102393239,-4.223126295,
102993199,-4.148736342,
103593159,-4.085312495,
104193119,-4.078785425,
104793079,-4.152195456,
105393039,-4.084485537,
105992999,-4.086887683,
106592959,-4.071488643,
107192919,-4.062488951,
107792879,-4.031981273,
108392839,-4.039505411,
108992799,-3.97871895,
109592759,-4.010993182,
110192719,-3.931576941,
110792679,-3.933623024,
111392639,-3.956698079,
111992599,-3.965372151,
112592559,-3.910324347,
113192519,-3.962530672,
113792479,-3.906098839,
114392439,-3.890742114,
114992399,-3.92488887,
115592359,-3.915454825,
116192319,-3.899110991,
116792279,-3.906235839,
117392239,-3.828962208,
117992199,-3.947633974,
118592159,-3.868968988,
119192119,-3.867718645,
119792079,-3.881574511,
120392039,-3.787159042,
120991999,-3.815644212,
121591959,-3.850201136,
122191919,-3.764201946,
122791879,-3.792241755,
123391839,-3.847497251,
123991799,-3.810767474,
124591759,-3.785449247,
125191719,-3.865673594,
125791679,-3.841657752,
126391639,-3.850856532,
126991599,-3.854558088,
127591559,-3.796336852,
128191519,-3.836297439,
128791479,-3.806382075,
129391439,-3.774715787,
129991399,-3.844606378,
130591359,-3.831717468,
131191319,-3.898230535,
131791279,-3.790870504,
132391239,-3.775811358,
132991199,-3.804272713,
133591159,-3.810596477,
134191119,-3.779478644,
134791079,-3.833838267,
135391039,-3.765758104,
135990999,-3.83585644,
136590959,-3.795153647,
137190919,-3.784031277,
137790879,-3.747031981,
138390839,-3.746303967,
138990799,-3.797931198,
