Frequency,S12_Magnitude,
1000000,-3.677455746,
1599959,-3.392519916,
2199919,-3.221862261,
2799879,-3.121026311,
3399839,-2.903408052,
3999799,-2.950733636,
4599759,-2.732925314,
5199719,-2.714805468,
5799679,-2.621568239,
6399639,-2.651633913,
6999599,-2.595799302,
7599559,-2.587393819,
8199519,-2.609746352,
8799479,-2.751250856,
9399439,-2.72344805,
9999399,-2.794088132,
10599359,-2.766890554,
11199319,-2.797207634,
11799279,-2.746414432,
12399239,-2.848506298,
12999199,-2.784808424,
13599159,-2.749513246,
14199119,-2.805980387,
14799079,-2.804036933,
15399039,-2.799298265,
15998999,-2.785383635,
16598959,-2.886260539,
17198919,-2.853750977,
17798879,-2.93887045,
18398839,-2.90331396,
18998799,-2.86983141,
19598759,-2.940987504,
20198719,-2.956474744,
20798679,-2.953411074,
21398639,-2.904033595,
21998599,-2.942285019,
22598559,-2.959354512,
23198519,-2.948687275,
23798479,-2.977894981,
24398439,-2.907643397,
24998399,-3.035310511,
25598359,-2.969507872,
26198319,-2.965073823,
26798279,-2.953581606,
27398239,-2.986768443,
27998199,-3.084824829,
28598159,-3.087999314,
29198119,-2.98600156,
29798079,-3.017813854,
30398039,-3.077927868,
30997999,-3.116066518,
31597959,-3.070144062,
32197919,-3.097406684,
32797879,-3.12936374,
33397839,-3.10938623,
33997799,-3.080560377,
34597759,-3.080664719,
35197719,-3.115461251,
35797679,-3.134293575,
36397639,-3.170350633,
36997599,-3.147336784,
37597559,-3.2105715,
38197519,-3.162270465,
38797479,-3.12524228,
39397439,-3.123548491,
39997399,-3.141819162,
40597359,-3.164155934,
41197319,-3.115310272,
41797279,-3.191728402,
42397239,-3.165015867,
42997199,-3.176979767,
43597159,-3.218101585,
44197119,-3.18325347,
44797079,-3.225386543,
45397039,-3.217330022,
45996999,-3.221430394,
46596959,-3.185576684,
47196919,-3.266687622,
47796879,-3.259737337,
48396839,-3.21671815,
48996799,-3.214189305,
49596759,-3.296325728,
50196719,-3.274062789,
50796679,-3.246040747,
51396639,-3.240186624,
51996599,-3.28269715,
52596559,-3.240515634,
53196519,-3.229992453,
53796479,-3.252299938,
54396439,-3.308435189,
54996399,-3.236683879,
55596359,-3.226025864,
56196319,-3.285547939,
56796279,-3.266720358,
57396239,-3.292007102,
57996199,-3.279599821,
58596159,-3.228914979,
59196119,-3.240295262,
59796079,-3.290007897,
60396039,-3.263467946,
60995999,-3.309359939,
61595959,-3.274749641,
62195919,-3.329064291,
62795879,-3.305588837,
63395839,-3.283424977,
63995799,-3.341056165,
64595759,-3.316867657,
65195719,-3.241214449,
65795679,-3.221220215,
66395639,-3.277301101,
66995599,-3.238886742,
67595559,-3.304533755,
68195519,-3.257971548,
68795479,-3.335806343,
69395439,-3.243972227,
69995399,-3.321285854,
70595359,-3.280029419,
71195319,-3.259733474,
71795279,-3.263647589,
72395239,-3.247485109,
72995199,-3.266376818,
73595159,-3.281483171,
74195119,-3.308298174,
74795079,-3.297402508,
75395039,-3.294290147,
75994999,-3.24701295,
76594959,-3.269766748,
77194919,-3.266874875,
77794879,-3.309375818,
78394839,-3.26487743,
78994799,-3.243821453,
79594759,-3.285227121,
80194719,-3.206365535,
80794679,-3.266027958,
81394639,-3.245940846,
81994599,-3.275926265,
82594559,-3.24997247,
83194519,-3.269107806,
83794479,-3.220817685,
84394439,-3.205433871,
84994399,-3.266533296,
85594359,-3.248235923,
86194319,-3.258735958,
86794279,-3.263694772,
87394239,-3.256651429,
87994199,-3.236130182,
88594159,-3.223663436,
89194119,-3.185427202,
89794079,-3.210728287,
90394039,-3.229533813,
90993999,-3.225305803,
91593959,-3.187681656,
92193919,-3.174850452,
92793879,-3.159912928,
93393839,-3.24945833,
93993799,-3.189280873,
94593759,-3.204228814,
95193719,-3.174831824,
95793679,-3.131597807,
96393639,-3.12432577,
96993599,-3.18183973,
97593559,-3.126698754,
98193519,-3.159462766,
98793479,-3.156317205,
99393439,-3.164130404,
99993399,-3.143023464,
100593359,-3.13790308,
101193319,-3.147252134,
101793279,-3.140515153,
102393239,-3.111249912,
102993199,-3.13102813,
103593159,-3.145655225,
104193119,-3.10251272,
104793079,-3.140348406,
105393039,-3.113302865,
105992999,-3.118320392,
106592959,-3.113613559,
107192919,-3.144802211,
107792879,-3.088870251,
108392839,-3.085357776,
108992799,-3.130114106,
109592759,-3.076034023,
110192719,-3.091549432,
110792679,-3.044388265,
111392639,-3.049888116,
111992599,-3.010041523,
112592559,-3.102058328,
113192519,-3.027016248,
113792479,-3.021576913,
114392439,-3.075668644,
114992399,-3.077459071,
115592359,-3.023169914,
116192319,-3.003919866,
116792279,-3.005728382,
117392239,-3.029033957,
117992199,-3.035882615,
118592159,-2.965632255,
119192119,-3.010342358,
119792079,-3.010363349,
120392039,-2.957554529,
120991999,-2.993085087,
121591959,-3.006427691,
122191919,-3.041486463,
122791879,-3.020207293,
123391839,-3.068918577,
123991799,-2.970593893,
124591759,-2.961240388,
125191719,-2.992802984,
125791679,-3.035335426,
126391639,-2.987121337,
126991599,-3.020794536,
127591559,-3.061542012,
128191519,-2.968062472,
128791479,-3.059100215,
129391439,-3.05035099,
129991399,-3.02594087,
130591359,-3.004176273,
131191319,-2.950635973,
131791279,-2.983595505,
132391239,-2.995457798,
132991199,-3.033835078,
133591159,-3.001202977,
134191119,-3.003865714,
134791079,-2.936243952,
135391039,-2.916783301,
135990999,-2.96192696,
136590959,-2.937317122,
137190919,-2.978373536,
137790879,-2.943342648,
138390839,-2.924840238,
138990799,-2.949701398,
139590759,-2.971055952,
140190719,-2.967571242,
140790679,-2.966362614,
141390639,-2.956054967,
141990599,-2.980065248,
142590559,-3.0017653,
143190519,-2.983424549,
143790479,-3.027300184,
144390438,-2.992018888,
144990398,-3.056767032,
145590358,-2.929715573,
146190318,-3.009618929,
146790278,-2.961079701,
147390238,-2.981847563,
147990198,-2.974219407,
148590158,-2.963623078,
149190118,-2.957164927,
149790078,-2.933796494,
150390038,-2.923029089,
150989998,-3.014289725,
151589958,-2.983375212,
152189918,-2.958600059,
152789878,-2.994274604,
153389838,-3.049658682,
153989798,-3.02033177,
154589758,-2.917606924,
155189718,-3.006584236,
155789678,-2.957990101,
156389638,-3.015641603,
156989598,-2.995539974,
157589558,-2.960708244,
158189518,-2.966868755,
158789478,-2.962547875,
159389438,-2.98309699,
159989398,-2.930271241,
160589358,-3.023356874,
161189318,-2.966440712,
161789278,-2.97323398,
162389238,-2.969297837,
162989198,-3.099079111,
163589158,-3.001536146,
164189118,-3.003090438,
164789078,-3.0592279,
165389038,-2.989842636,
165988998,-2.956912249,
166588958,-2.998102182,
167188918,-3.045968026,
167788878,-3.00323823,
168388838,-3.013262613,
168988798,-2.979966622,
169588758,-3.021890797,
170188718,-3.042692551,
170788678,-3.051147265,
171388638,-3.095800878,
