Frequency,S12_Magnitude,
1000000,-3.399201758,
1599959,-3.386550805,
2199919,-3.227286909,
2799879,-3.016020941,
3399839,-3.121696385,
3999799,-3.046237438,
4599759,-2.914560829,
5199719,-3.062457244,
5799679,-3.137869336,
6399639,-3.082604271,
6999599,-3.314086444,
7599559,-3.384330762,
8199519,-3.54589255,
8799479,-3.636438047,
9399439,-3.797244238,
9999399,-4.093115462,
10599359,-4.083680555,
11199319,-4.285725482,
11799279,-4.479578367,
12399239,-4.599959384,
12999199,-4.737576999,
13599159,-4.86231464,
14199119,-5.155777168,
14799079,-5.36692484,
15399039,-5.56295525,
15998999,-5.725867463,
16598959,-5.970996224,
17198919,-6.276883105,
17798879,-6.520768936,
18398839,-6.681912067,
18998799,-6.809726244,
19598759,-7.130829642,
20198719,-7.201949186,
20798679,-7.553414596,
21398639,-7.758147241,
21998599,-7.954523856,
22598559,-8.185588776,
23198519,-8.466352176,
23798479,-8.680936346,
24398439,-9.075569235,
24998399,-9.324633509,
25598359,-9.423786205,
26198319,-9.920434781,
26798279,-10.24879096,
27398239,-10.33406134,
27998199,-10.63198704,
28598159,-10.96798234,
29198119,-11.42330611,
29798079,-11.76906953,
30398039,-11.89385638,
30997999,-12.27388406,
31597959,-12.85459676,
32197919,-13.08415999,
32797879,-13.34194122,
33397839,-13.91390665,
33997799,-14.64066651,
34597759,-14.8064301,
35197719,-14.97881629,
35797679,-15.43501825,
36397639,-16.09270207,
36997599,-16.86599035,
37597559,-17.57152583,
38197519,-17.91410931,
38797479,-18.52147797,
39397439,-18.96725376,
39997399,-20.20463196,
40597359,-21.14844803,
41197319,-22.50816608,
41797279,-23.0207696,
42397239,-24.19863858,
42997199,-25.2796991,
43597159,-26.17916032,
44197119,-29.91404831,
44797079,-36.92150463,
45397039,-38.31397965,
45996999,-41.14601349,
46596959,-44.58259326,
47196919,-37.6785459,
47796879,-36.77552815,
48396839,-29.02123996,
48996799,-26.63541401,
49596759,-25.31608235,
50196719,-24.24964016,
50796679,-23.38632278,
51396639,-22.85797326,
51996599,-22.0717736,
52596559,-20.39295583,
53196519,-19.18945451,
53796479,-18.32607244,
54396439,-18.16982237,
54996399,-17.46336553,
55596359,-17.37870477,
56196319,-16.95517701,
56796279,-15.65056536,
57396239,-15.45620892,
57996199,-15.00401131,
58596159,-14.36366373,
59196119,-14.24440387,
59796079,-13.67004068,
60396039,-13.42756975,
60995999,-12.98445717,
61595959,-12.70068392,
62195919,-12.32153363,
62795879,-12.02289766,
63395839,-11.6994794,
63995799,-11.40328714,
64595759,-11.05049986,
65195719,-10.66134299,
65795679,-10.57291816,
66395639,-10.3645977,
66995599,-10.17365112,
67595559,-9.999231315,
68195519,-9.726918428,
68795479,-9.48817792,
69395439,-9.163162429,
69995399,-9.037303609,
70595359,-8.895534748,
71195319,-8.728091749,
71795279,-8.47405557,
72395239,-8.444744069,
72995199,-8.180656495,
73595159,-7.91959383,
74195119,-7.70294904,
74795079,-7.676133658,
75395039,-7.56126525,
75994999,-7.41502228,
76594959,-7.343552291,
77194919,-7.126126367,
77794879,-7.165782687,
78394839,-6.826039321,
78994799,-6.784747844,
79594759,-6.64862087,
80194719,-6.493006042,
80794679,-6.424065554,
81394639,-6.373873385,
81994599,-6.340163289,
82594559,-6.218282633,
83194519,-6.141890294,
83794479,-6.072458313,
84394439,-5.953799258,
84994399,-5.919636617,
85594359,-5.676946601,
86194319,-5.661946433,
86794279,-5.551167917,
87394239,-5.578627704,
87994199,-5.445897904,
88594159,-5.456929577,
89194119,-5.364887504,
89794079,-5.275789331,
90394039,-5.219194894,
90993999,-5.229288487,
