Frequency,S12_Magnitude,
1000000,-3.49829058,
1599959,-3.250418667,
2199919,-3.222733968,
2799879,-3.059216636,
3399839,-2.937345604,
3999799,-2.962582661,
4599759,-2.973250161,
5199719,-2.897211718,
5799679,-2.989674757,
6399639,-3.052299297,
6999599,-3.199468223,
7599559,-3.24614942,
8199519,-3.445476746,
8799479,-3.533794184,
9399439,-3.63214153,
9999399,-3.856256327,
10599359,-3.986412387,
11199319,-4.125068329,
11799279,-4.337726341,
12399239,-4.526844208,
12999199,-4.669970575,
13599159,-4.975034334,
14199119,-5.098804499,
14799079,-5.330666936,
15399039,-5.463679387,
15998999,-5.707682865,
16598959,-5.755485498,
17198919,-5.95812967,
17798879,-6.293550049,
18398839,-6.548084934,
18998799,-6.814266422,
19598759,-6.936808133,
20198719,-7.241527669,
20798679,-7.447303022,
21398639,-7.654623721,
21998599,-7.927780015,
22598559,-8.158248517,
23198519,-8.349581153,
23798479,-8.668632776,
24398439,-8.784513904,
24998399,-9.184811225,
25598359,-9.293708509,
26198319,-9.745228223,
26798279,-9.914278356,
27398239,-10.35149182,
27998199,-10.64344592,
28598159,-10.86570712,
29198119,-11.18042221,
29798079,-11.70722492,
30398039,-11.92541511,
30997999,-12.41048692,
31597959,-12.69513861,
32197919,-12.84601219,
32797879,-13.0220479,
33397839,-13.18079578,
33997799,-13.78345486,
34597759,-14.2722235,
35197719,-14.42248504,
35797679,-14.91455305,
36397639,-15.43600171,
36997599,-16.12164427,
37597559,-16.73095472,
38197519,-17.27066431,
38797479,-17.54207082,
39397439,-18.42720945,
39997399,-19.15295963,
40597359,-19.65403536,
41197319,-20.48074512,
41797279,-21.58715555,
42397239,-22.33532449,
42997199,-23.71900724,
43597159,-24.94528456,
44197119,-26.11821438,
44797079,-28.53330319,
45397039,-32.74221182,
45996999,-37.91464111,
46596959,-39.31245794,
47196919,-46.12448442,
47796879,-39.48333164,
48396839,-35.63477711,
48996799,-34.06769542,
49596759,-28.10956079,
50196719,-25.89929099,
50796679,-25.28863629,
51396639,-23.57845756,
51996599,-22.76368305,
52596559,-21.75526346,
53196519,-20.87069073,
53796479,-19.66368506,
54396439,-19.10640974,
54996399,-18.37566202,
55596359,-17.63981946,
56196319,-17.28791212,
56796279,-16.67297491,
57396239,-15.95013985,
57996199,-15.48466308,
58596159,-15.09451251,
59196119,-14.68460808,
59796079,-14.1859224,
60396039,-13.93612054,
60995999,-13.43094895,
61595959,-13.23768407,
62195919,-12.70765509,
62795879,-12.51899542,
63395839,-12.26296075,
63995799,-11.83546512,
64595759,-11.69777413,
65195719,-11.30957148,
65795679,-10.96597849,
66395639,-10.76711026,
66995599,-10.48999182,
67595559,-10.21314382,
68195519,-10.08029528,
68795479,-9.781513658,
69395439,-9.633394498,
69995399,-9.489289348,
70595359,-9.249150525,
71195319,-9.02576592,
71795279,-8.835538904,
72395239,-8.694282121,
72995199,-8.517225253,
73595159,-8.321876208,
74195119,-8.207807302,
74795079,-7.922601579,
75395039,-7.827797705,
75994999,-7.691289354,
76594959,-7.575336078,
77194919,-7.486815581,
77794879,-7.326267846,
78394839,-7.182171003,
78994799,-7.08383787,
79594759,-6.986059118,
80194719,-6.841109372,
80794679,-6.800649977,
81394639,-6.587213541,
81994599,-6.568312049,
82594559,-6.357962122,
83194519,-6.360393815,
83794479,-6.168311043,
84394439,-6.159333145,
84994399,-6.061327803,
85594359,-5.980380682,
86194319,-5.915687698,
86794279,-5.851015802,
87394239,-5.75512224,
87994199,-5.687284006,
88594159,-5.619434241,
89194119,-5.573465935,
89794079,-5.507614981,
90394039,-5.441465889,
90993999,-5.34717231,
91593959,-5.316831414,
92193919,-5.263034856,
92793879,-5.2027127,
93393839,-5.13827997,
93993799,-5.075878502,
94593759,-5.072946681,
95193719,-5.005601935,
95793679,-5.062289422,
96393639,-4.992323465,
96993599,-4.873858347,
97593559,-4.921214114,
98193519,-4.829350539,
98793479,-4.803312445,
99393439,-4.810232146,
99993399,-4.681112819,
100593359,-4.697825414,
101193319,-4.583573429,
101793279,-4.681268814,
102393239,-4.575463878,
102993199,-4.53391254,
103593159,-4.522523183,
104193119,-4.512808595,
104793079,-4.480981526,
105393039,-4.471001245,
105992999,-4.460387469,
106592959,-4.47055658,
107192919,-4.410478995,
107792879,-4.394169571,
108392839,-4.394182787,
108992799,-4.356109372,
109592759,-4.343679931,
110192719,-4.370802695,
110792679,-4.332237446,
111392639,-4.362961646,
111992599,-4.319390642,
112592559,-4.326142172,
113192519,-4.294710969,
113792479,-4.315442761,
114392439,-4.256443797,
114992399,-4.282493075,
115592359,-4.272129203,
116192319,-4.226120984,
116792279,-4.189451355,
117392239,-4.206897259,
117992199,-4.100361795,
118592159,-4.171372205,
119192119,-4.179087199,
119792079,-4.192498204,
120392039,-4.208737392,
120991999,-4.202064162,
121591959,-4.156405851,
122191919,-4.134223373,
122791879,-4.169995035,
123391839,-4.129910346,
123991799,-4.163041643,
124591759,-4.106454373,
125191719,-4.141162109,
125791679,-4.163314467,
126391639,-4.167353944,
126991599,-4.136102752,
127591559,-4.109513936,
128191519,-4.118831512,
128791479,-4.13084198,
129391439,-4.128724727,
129991399,-4.120866585,
130591359,-4.178651653,
131191319,-4.160357767,
131791279,-4.196386919,
132391239,-4.149659821,
132991199,-4.187267258,
133591159,-4.139552028,
134191119,-4.202089989,
134791079,-4.173991995,
135391039,-4.203322517,
135990999,-4.07141137,
136590959,-4.098587656,
137190919,-4.143667104,
137790879,-4.113163941,
138390839,-4.071495936,
138990799,-4.045244025,
139590759,-4.07163842,
140190719,-4.04906042,
140790679,-4.088163004,
141390639,-4.105474407,
141990599,-4.104878827,
142590559,-4.059315046,
143190519,-4.088748379,
143790479,-4.076402242,
144390438,-4.055512444,
144990398,-4.081222432,
145590358,-4.006348797,
146190318,-4.078433292,
146790278,-4.047958787,
147390238,-4.013840627,
147990198,-4.03563902,
148590158,-4.059212914,
149190118,-3.9612292,
149790078,-3.979736837,
150390038,-4.052957609,
150989998,-4.013814637,
151589958,-4.110832128,
152189918,-4.051949499,
152789878,-4.103935608,
153389838,-4.108133445,
153989798,-4.061039264,
154589758,-4.113718585,
155189718,-4.037302123,
155789678,-4.052984858,
156389638,-4.005845582,
156989598,-4.030888856,
157589558,-4.051751275,
158189518,-4.069920497,
158789478,-4.007980535,
159389438,-4.066070503,
159989398,-4.050872181,
160589358,-4.032816121,
161189318,-4.091958019,
161789278,-4.130555664,
162389238,-4.016061447,
162989198,-4.009798071,
163589158,-4.035930432,
164189118,-4.121694342,
164789078,-4.122141846,
165389038,-4.042351707,
165988998,-4.067976866,
166588958,-4.067613415,
167188918,-4.040039714,
167788878,-4.069058953,
168388838,-4.020344871,
