Frequency,S12_Magnitude,
1000000,-3.636391923,
1599959,-3.399199994,
2199919,-3.304342511,
2799879,-3.284277863,
3399839,-3.20975434,
3999799,-3.104908983,
4599759,-3.045267217,
5199719,-2.962726722,
5799679,-2.849959579,
6399639,-2.930889513,
6999599,-2.911819988,
7599559,-2.860424625,
8199519,-2.844782169,
8799479,-2.89730176,
9399439,-2.902202584,
9999399,-2.907052094,
10599359,-2.912091301,
11199319,-2.909014904,
11799279,-2.930153355,
12399239,-3.000351407,
12999199,-2.979491062,
13599159,-2.947745927,
14199119,-2.96753755,
14799079,-3.041755016,
15399039,-3.025903607,
15998999,-3.064680024,
16598959,-3.059389205,
17198919,-3.087243666,
17798879,-3.072234379,
18398839,-3.065875911,
18998799,-3.154244134,
19598759,-3.117289245,
20198719,-3.151361381,
20798679,-3.211177418,
21398639,-3.196771485,
21998599,-3.201977285,
22598559,-3.222387685,
23198519,-3.210553562,
23798479,-3.204363615,
24398439,-3.16630805,
24998399,-3.209417658,
25598359,-3.233643216,
26198319,-3.252545296,
26798279,-3.293370029,
27398239,-3.325482224,
27998199,-3.254915054,
28598159,-3.287683229,
29198119,-3.300857066,
29798079,-3.311828926,
30398039,-3.274185623,
30997999,-3.363085024,
31597959,-3.309660461,
32197919,-3.361988056,
32797879,-3.36684247,
33397839,-3.349874804,
33997799,-3.34240365,
34597759,-3.316363038,
35197719,-3.39932108,
35797679,-3.295526451,
36397639,-3.331611992,
36997599,-3.416341067,
37597559,-3.388339313,
38197519,-3.375683773,
38797479,-3.330813922,
39397439,-3.379523574,
39997399,-3.427706809,
40597359,-3.487002085,
41197319,-3.327648932,
41797279,-3.421706073,
42397239,-3.449363921,
42997199,-3.41812176,
43597159,-3.49210355,
44197119,-3.506187932,
44797079,-3.47156098,
45397039,-3.399050691,
45996999,-3.499991264,
46596959,-3.483759759,
47196919,-3.440651148,
47796879,-3.461846907,
48396839,-3.477265995,
48996799,-3.458031365,
49596759,-3.498425311,
50196719,-3.471350094,
50796679,-3.450262302,
51396639,-3.446825993,
51996599,-3.510123367,
52596559,-3.539042186,
53196519,-3.532356457,
53796479,-3.570711631,
54396439,-3.49026705,
54996399,-3.54641003,
55596359,-3.506900651,
56196319,-3.504417823,
56796279,-3.429687416,
57396239,-3.493619273,
57996199,-3.526002859,
58596159,-3.461342707,
59196119,-3.528995113,
59796079,-3.502736278,
60396039,-3.491934028,
60995999,-3.470080074,
61595959,-3.518321747,
62195919,-3.521249055,
62795879,-3.506206738,
63395839,-3.519888884,
63995799,-3.512181624,
64595759,-3.47401893,
65195719,-3.52176793,
65795679,-3.522656764,
66395639,-3.537611665,
66995599,-3.464996406,
67595559,-3.505082048,
68195519,-3.451498158,
68795479,-3.526920992,
69395439,-3.513689838,
69995399,-3.490474264,
70595359,-3.575965793,
71195319,-3.54883503,
71795279,-3.481681951,
72395239,-3.461636579,
72995199,-3.529604778,
73595159,-3.49563758,
74195119,-3.510306357,
74795079,-3.492476251,
75395039,-3.492666001,
75994999,-3.456628503,
76594959,-3.512226392,
77194919,-3.474362088,
77794879,-3.496970266,
78394839,-3.520494132,
78994799,-3.470322051,
79594759,-3.551000681,
80194719,-3.494674673,
80794679,-3.486243105,
81394639,-3.512341238,
81994599,-3.484419211,
82594559,-3.451418344,
83194519,-3.457634509,
83794479,-3.415207333,
84394439,-3.392173088,
84994399,-3.478075924,
85594359,-3.480285762,
86194319,-3.437149758,
86794279,-3.435781792,
87394239,-3.39334127,
87994199,-3.367889925,
88594159,-3.449253521,
89194119,-3.409485713,
89794079,-3.428995273,
90394039,-3.310286538,
90993999,-3.412942955,
91593959,-3.361403877,
92193919,-3.405421775,
92793879,-3.414806226,
93393839,-3.350479608,
93993799,-3.375273142,
94593759,-3.368451179,
95193719,-3.329625974,
95793679,-3.400360715,
96393639,-3.396134921,
96993599,-3.319706347,
97593559,-3.368256034,
98193519,-3.354060754,
98793479,-3.325135008,
99393439,-3.303335809,
99993399,-3.332210381,
100593359,-3.321158174,
101193319,-3.352172942,
101793279,-3.343090912,
102393239,-3.356105655,
102993199,-3.288130482,
103593159,-3.345823302,
104193119,-3.313552135,
104793079,-3.325556197,
105393039,-3.337349516,
105992999,-3.251693514,
106592959,-3.284341692,
107192919,-3.305678737,
107792879,-3.276999522,
108392839,-3.254526224,
108992799,-3.241066564,
109592759,-3.29309999,
110192719,-3.240273095,
110792679,-3.211144698,
111392639,-3.21853544,
111992599,-3.259347354,
112592559,-3.22453628,
113192519,-3.307953812,
113792479,-3.20813154,
114392439,-3.278072103,
114992399,-3.20862156,
115592359,-3.215331293,
116192319,-3.270600608,
116792279,-3.21444304,
117392239,-3.233557216,
117992199,-3.245117543,
118592159,-3.267069684,
119192119,-3.261174784,
119792079,-3.239299212,
120392039,-3.211570463,
120991999,-3.23841136,
121591959,-3.225424296,
122191919,-3.214128324,
122791879,-3.159414546,
123391839,-3.203888346,
123991799,-3.229924915,
124591759,-3.226385772,
125191719,-3.294405888,
125791679,-3.258992618,
126391639,-3.168560509,
126991599,-3.22186974,
127591559,-3.19187886,
