Frequency,S12_Magnitude,
1000000,-3.618206136,
1599959,-3.412593758,
2199919,-3.23612894,
2799879,-3.009288316,
3399839,-2.967238631,
3999799,-2.850695592,
4599759,-2.73222625,
5199719,-2.639052274,
5799679,-2.648822045,
6399639,-2.534495918,
6999599,-2.570155244,
7599559,-2.550274234,
8199519,-2.52287754,
8799479,-2.571146623,
9399439,-2.56442673,
9999399,-2.531208783,
10599359,-2.583395554,
11199319,-2.567160482,
11799279,-2.631219964,
12399239,-2.720163517,
12999199,-2.615689107,
13599159,-2.674582459,
14199119,-2.62372153,
14799079,-2.699914027,
15399039,-2.692893014,
15998999,-2.699983358,
16598959,-2.691924534,
17198919,-2.755212033,
17798879,-2.777361335,
18398839,-2.790009668,
18998799,-2.812223504,
19598759,-2.779806069,
20198719,-2.84797062,
20798679,-2.856600066,
21398639,-2.882299308,
21998599,-2.839221123,
22598559,-2.910024552,
23198519,-2.877922001,
23798479,-2.925672149,
24398439,-2.943291194,
24998399,-2.917110703,
25598359,-2.895776289,
26198319,-2.954853693,
26798279,-2.925849417,
27398239,-2.978727006,
27998199,-2.948477899,
28598159,-3.003182106,
29198119,-2.999662105,
29798079,-2.998561067,
30398039,-3.045731017,
30997999,-3.023277035,
31597959,-3.03972901,
32197919,-3.049584445,
32797879,-3.062180545,
33397839,-3.041705827,
33997799,-3.102155359,
34597759,-3.124607217,
35197719,-3.121443362,
35797679,-3.107399531,
36397639,-3.141871225,
36997599,-3.112938396,
37597559,-3.129443962,
38197519,-3.089171175,
38797479,-3.138332093,
39397439,-3.133942239,
39997399,-3.13797424,
40597359,-3.142935442,
41197319,-3.093828253,
41797279,-3.105924964,
42397239,-3.204832743,
42997199,-3.114320881,
43597159,-3.101967286,
44197119,-3.127983501,
44797079,-3.150409175,
45397039,-3.133506247,
45996999,-3.161065866,
46596959,-3.172575422,
47196919,-3.158543514,
47796879,-3.185096628,
48396839,-3.207324874,
48996799,-3.181801657,
49596759,-3.196928531,
50196719,-3.236627345,
50796679,-3.223873556,
51396639,-3.185126334,
51996599,-3.198629053,
52596559,-3.249098537,
53196519,-3.237359763,
53796479,-3.261354491,
54396439,-3.232528013,
54996399,-3.253847348,
55596359,-3.19751349,
56196319,-3.252515718,
56796279,-3.219717985,
57396239,-3.216904414,
57996199,-3.23248242,
58596159,-3.198049806,
59196119,-3.2621494,
59796079,-3.291507944,
60396039,-3.239530898,
60995999,-3.248418795,
61595959,-3.291360653,
62195919,-3.325896007,
62795879,-3.263769612,
63395839,-3.336072823,
63995799,-3.281362531,
64595759,-3.278315718,
65195719,-3.263075081,
65795679,-3.271805841,
66395639,-3.217249551,
66995599,-3.232839268,
67595559,-3.256845295,
68195519,-3.242433221,
68795479,-3.256864672,
69395439,-3.282723474,
69995399,-3.29684176,
70595359,-3.285405341,
71195319,-3.266393292,
71795279,-3.323769852,
72395239,-3.242903395,
72995199,-3.274719612,
73595159,-3.284857369,
74195119,-3.246437469,
74795079,-3.250852776,
75395039,-3.190876776,
75994999,-3.274348557,
76594959,-3.247958973,
77194919,-3.287614391,
77794879,-3.254047087,
78394839,-3.249861901,
78994799,-3.223192203,
79594759,-3.273211615,
80194719,-3.280551205,
80794679,-3.177405934,
81394639,-3.236288721,
81994599,-3.209262634,
82594559,-3.277345276,
83194519,-3.209775466,
83794479,-3.185490666,
84394439,-3.175875427,
84994399,-3.286878437,
85594359,-3.217994307,
86194319,-3.220727376,
86794279,-3.233578447,
87394239,-3.234209833,
87994199,-3.224803759,
88594159,-3.19633358,
89194119,-3.215179633,
89794079,-3.183365428,
90394039,-3.253841918,
90993999,-3.254756237,
91593959,-3.212146601,
92193919,-3.213562421,
92793879,-3.139286472,
93393839,-3.206602605,
93993799,-3.135152193,
94593759,-3.148615674,
95193719,-3.166653995,
95793679,-3.091613397,
96393639,-3.139743312,
96993599,-3.105624738,
97593559,-3.164834037,
98193519,-3.140234904,
98793479,-3.137508062,
99393439,-3.129071931,
99993399,-3.096442992,
100593359,-3.102745025,
101193319,-3.095767887,
101793279,-3.131822584,
102393239,-3.129476963,
102993199,-3.087701061,
103593159,-3.034543765,
104193119,-3.075329894,
104793079,-3.111096585,
105393039,-3.084600851,
105992999,-3.085031656,
106592959,-3.064976713,
107192919,-3.059852503,
107792879,-3.117532577,
108392839,-3.034003637,
108992799,-3.119871236,
109592759,-3.04630358,
110192719,-3.03639752,
110792679,-3.025083861,
111392639,-3.028170205,
111992599,-3.016508431,
112592559,-3.090061838,
113192519,-3.087327623,
113792479,-3.078965753,
114392439,-2.999066515,
114992399,-3.055413373,
115592359,-2.98695119,
116192319,-3.035460511,
