Frequency,S12_Magnitude,
1000000,-3.431399537,
1599959,-3.218325309,
2199919,-3.20735531,
2799879,-2.912434601,
3399839,-2.847687745,
3999799,-2.6939953,
4599759,-2.564712629,
5199719,-2.601410902,
5799679,-2.385311319,
6399639,-2.504650578,
6999599,-2.413015417,
7599559,-2.397448766,
8199519,-2.459928516,
8799479,-2.39727051,
9399439,-2.384163105,
9999399,-2.536678612,
10599359,-2.469534785,
11199319,-2.436680446,
11799279,-2.480173108,
12399239,-2.539438309,
12999199,-2.489182414,
13599159,-2.551382401,
14199119,-2.644581824,
14799079,-2.63634407,
15399039,-2.588599229,
15998999,-2.597503741,
16598959,-2.583817527,
17198919,-2.591041602,
17798879,-2.688533703,
18398839,-2.754008893,
18998799,-2.615755914,
19598759,-2.625546096,
20198719,-2.679932005,
20798679,-2.749529365,
21398639,-2.698819269,
21998599,-2.725234379,
22598559,-2.734674573,
23198519,-2.742171809,
23798479,-2.771644527,
24398439,-2.818103413,
24998399,-2.811416843,
25598359,-2.702994463,
26198319,-2.84833646,
26798279,-2.814426782,
27398239,-2.790665367,
27998199,-2.870366045,
28598159,-2.795025401,
29198119,-2.839782646,
29798079,-2.900350174,
30398039,-2.867352948,
30997999,-2.995134483,
31597959,-2.952520632,
32197919,-2.915122801,
32797879,-2.912681758,
33397839,-2.953480763,
33997799,-2.927247313,
34597759,-2.903576379,
35197719,-3.019657407,
35797679,-3.022586347,
36397639,-2.929133276,
36997599,-2.936245959,
37597559,-2.979357593,
38197519,-2.935465108,
38797479,-2.94964623,
39397439,-3.032234469,
39997399,-2.991465912,
40597359,-3.065976503,
41197319,-3.085914687,
41797279,-2.995678857,
42397239,-3.084886561,
42997199,-2.990903254,
43597159,-3.059829007,
44197119,-3.075392221,
44797079,-3.09714265,
45397039,-3.051681251,
45996999,-3.018741799,
46596959,-3.017508117,
47196919,-3.09678032,
47796879,-3.07777075,
48396839,-3.08795141,
48996799,-3.0639648,
49596759,-3.078567322,
50196719,-3.140725098,
50796679,-3.19360786,
51396639,-3.161059222,
51996599,-3.165126944,
52596559,-3.043799801,
53196519,-3.137952803,
53796479,-3.179181366,
54396439,-3.172164786,
54996399,-3.15836821,
55596359,-3.199805837,
56196319,-3.175762649,
56796279,-3.216714582,
57396239,-3.087152008,
57996199,-3.189411054,
58596159,-3.116023566,
59196119,-3.196136226,
59796079,-3.295930116,
60396039,-3.158582888,
60995999,-3.227574515,
61595959,-3.15695638,
62195919,-3.213989305,
62795879,-3.197726739,
63395839,-3.195159859,
63995799,-3.202672287,
64595759,-3.155887744,
65195719,-3.219421657,
65795679,-3.149326431,
66395639,-3.183707335,
66995599,-3.182235246,
67595559,-3.204423897,
68195519,-3.180633504,
68795479,-3.26778922,
69395439,-3.258112618,
69995399,-3.17730833,
70595359,-3.162540633,
71195319,-3.232084346,
71795279,-3.230413882,
72395239,-3.168936147,
72995199,-3.205554212,
73595159,-3.275054056,
74195119,-3.230296084,
74795079,-3.200660585,
75395039,-3.228330218,
75994999,-3.221803995,
76594959,-3.171932736,
77194919,-3.197085109,
77794879,-3.195110186,
78394839,-3.200011766,
78994799,-3.172820156,
79594759,-3.248923788,
80194719,-3.154012754,
80794679,-3.229024506,
81394639,-3.170776675,
81994599,-3.203884727,
82594559,-3.173294501,
83194519,-3.092049588,
83794479,-3.25144245,
84394439,-3.141647401,
84994399,-3.16910567,
85594359,-3.182291096,
86194319,-3.122436103,
86794279,-3.1903807,
87394239,-3.185950619,
87994199,-3.234746361,
88594159,-3.158667135,
89194119,-3.141071128,
89794079,-3.095793617,
90394039,-3.129682541,
90993999,-3.176584348,
91593959,-3.106714682,
92193919,-3.126022996,
92793879,-3.11325137,
93393839,-3.135996378,
93993799,-3.112466295,
94593759,-3.146389652,
95193719,-3.166949982,
95793679,-3.115880425,
96393639,-3.155953322,
96993599,-3.108952554,
97593559,-3.102192108,
98193519,-3.050977951,
98793479,-3.063729078,
99393439,-3.057040924,
99993399,-3.078615455,
100593359,-3.117751128,
101193319,-3.108209628,
101793279,-3.052118101,
102393239,-3.036180521,
102993199,-3.043248669,
103593159,-3.084341486,
104193119,-2.995376899,
104793079,-3.063705153,
105393039,-3.051255094,
105992999,-3.021964407,
106592959,-3.025053702,
107192919,-2.972672628,
107792879,-3.002968838,
108392839,-3.041565874,
108992799,-3.090999028,
109592759,-2.977201318,
110192719,-2.982235787,
110792679,-3.058405191,
111392639,-3.039028543,
111992599,-2.91201352,
112592559,-2.985495146,
113192519,-3.069013534,
113792479,-2.989831198,
114392439,-2.859084686,
114992399,-2.929368443,
115592359,-2.882505119,
116192319,-2.981748524,
116792279,-2.992447841,
117392239,-2.995637897,
117992199,-2.945397283,
118592159,-2.902249617,
119192119,-2.983909077,
119792079,-3.004135026,
120392039,-2.84216946,
120991999,-2.877127865,
121591959,-2.893744134,
122191919,-2.924848813,
122791879,-2.934557889,
123391839,-2.926173007,
123991799,-2.941464114,
124591759,-2.898820001,
125191719,-2.918291877,
125791679,-2.917141595,
126391639,-2.893787212,
126991599,-2.913820885,
127591559,-2.977133801,
128191519,-2.913925695,
128791479,-2.86430262,
129391439,-2.89174987,
129991399,-2.974119064,
130591359,-3.029935088,
131191319,-2.915933842,
131791279,-2.988640415,
132391239,-2.969275847,
132991199,-2.897650599,
133591159,-2.983545675,
134191119,-2.913549847,
134791079,-2.925023981,
135391039,-2.84827556,
135990999,-2.959771939,
136590959,-3.002987108,
137190919,-2.898697465,
137790879,-2.916305256,
138390839,-2.893147471,
138990799,-2.883155948,
139590759,-2.85422057,
140190719,-2.929353628,
140790679,-2.947432655,
141390639,-2.853257305,
141990599,-2.969749088,
142590559,-2.801611274,
143190519,-2.830688115,
143790479,-2.879485748,
144390438,-2.967231426,
144990398,-2.967249041,
145590358,-2.963476929,
146190318,-2.881597901,
146790278,-3.016403676,
147390238,-2.905407928,
147990198,-2.949971238,
148590158,-2.92995644,
149190118,-2.925340928,
149790078,-2.900716079,
150390038,-2.936308538,
150989998,-3.008596897,
151589958,-2.929450484,
152189918,-2.977580826,
152789878,-2.862779877,
153389838,-2.863062429,
153989798,-2.995310601,
154589758,-3.041044504,
155189718,-2.927324862,
155789678,-2.957234782,
156389638,-2.916828168,
156989598,-2.874649058,
157589558,-2.938172697,
158189518,-2.85910238,
158789478,-2.884427923,
159389438,-2.950005949,
159989398,-2.905712051,
160589358,-2.916584489,
161189318,-2.964616534,
161789278,-3.008978746,
162389238,-2.849186467,
162989198,-2.922542442,
163589158,-2.942186078,
164189118,-2.944376837,
164789078,-2.930841053,
165389038,-2.93545967,
165988998,-2.876858087,
166588958,-2.949004782,
167188918,-2.976834908,
167788878,-2.950122298,
168388838,-2.997269673,
168988798,-2.95932338,
169588758,-2.943462149,
170188718,-2.926421422,
170788678,-2.876566508,
171388638,-2.938564446,
171988598,-2.969839819,
172588558,-2.994029482,
173188518,-2.899181097,
173788478,-2.925170453,
174388438,-2.93646878,
174988398,-2.999648264,
175588358,-2.951280935,
176188318,-3.021937685,
176788278,-2.972684623,
177388238,-2.972657207,
177988198,-2.961751378,
178588158,-2.88187454,
179188118,-2.968394016,
179788078,-2.957900803,
180388038,-2.975308678,
180987998,-3.053601056,
181587958,-2.990142378,
182187918,-3.041563583,
182787878,-3.109306869,
183387838,-2.940709203,
183987798,-2.942851439,
184587758,-2.936371347,
185187718,-2.997978071,
185787678,-2.944965841,
186387638,-2.848200941,
186987598,-2.976337618,
187587558,-2.912913593,
188187518,-2.970449345,
188787478,-2.88050594,
189387438,-2.895566429,
189987398,-2.958816733,
190587358,-2.892648843,
191187318,-2.958622938,
191787278,-2.933289061,
192387238,-2.92577836,
192987198,-2.944625639,
193587158,-2.95953226,
194187118,-3.025875531,
194787078,-2.949342114,
195387038,-3.021332074,
195986998,-2.905563529,
196586958,-3.035433141,
197186918,-3.020134946,
197786878,-2.930414254,
198386838,-3.049211459,
198986798,-3.010055661,
199586758,-2.965639464,
200186718,-3.057305871,
200786678,-3.042815836,
201386638,-2.962146078,
201986598,-2.968019253,
202586558,-3.016069183,
203186518,-2.989318449,
203786478,-2.967416583,
204386438,-3.000621791,
204986398,-2.961126477,
205586358,-3.018415558,
206186318,-2.996559201,
206786278,-3.050065795,
207386238,-3.009865952,
207986198,-2.945299776,
208586158,-3.012201333,
209186118,-2.974229623,
209786078,-2.992495948,
210386038,-2.99856422,
210985998,-2.952397118,
211585958,-3.00198981,
212185918,-2.998775972,
212785878,-3.027601912,
213385838,-3.012882759,
213985798,-3.002477645,
214585758,-3.006844302,
215185718,-2.965233158,
215785678,-3.02176291,
216385638,-2.990750544,
216985598,-2.917756054,
217585558,-3.100800614,
218185518,-3.075091067,
218785478,-3.044330963,
219385438,-3.067042384,
219985398,-3.075797896,
220585358,-3.051404807,
221185318,-3.070941468,
221785278,-3.00822333,
222385238,-3.051598041,
222985198,-3.070761374,
223585158,-3.002937444,
224185118,-3.05066213,
224785078,-3.053240934,
225385038,-3.041103177,
225984998,-3.019055487,
226584958,-3.042270223,
227184918,-3.062938517,
227784878,-3.08419461,
228384838,-3.130178264,
228984798,-3.069576927,
229584758,-3.129402232,
230184718,-3.053429351,
230784678,-3.105849619,
231384638,-3.060087525,
231984598,-3.10229203,
232584558,-3.04256594,
233184518,-3.048673835,
233784478,-3.147104149,
234384438,-3.048050074,
234984398,-3.038609668,
235584358,-3.081090271,
236184318,-3.156157424,
236784278,-3.092505662,
237384238,-3.070092554,
237984198,-3.128373079,
238584158,-3.184318178,
239184118,-3.176433561,
239784078,-3.186696629,
240384038,-3.209888937,
240983998,-3.109073468,
241583958,-3.114812994,
242183918,-3.21223413,
242783878,-3.179316219,
243383838,-3.294444254,
243983798,-3.204468485,
244583758,-3.250578515,
245183718,-3.259676227,
245783678,-3.245513401,
246383638,-3.270023931,
246983598,-3.310163769,
247583558,-3.248304284,
248183518,-3.292589066,
248783478,-3.277801315,
249383438,-3.31665952,
249983398,-3.262207935,
250583358,-3.260057645,
251183318,-3.342672841,
251783278,-3.324400729,
252383238,-3.361987091,
252983198,-3.29821176,
253583158,-3.41770383,
254183118,-3.318834822,
254783078,-3.36506889,
255383038,-3.363173512,
255982998,-3.361573596,
256582958,-3.453803611,
257182918,-3.386796335,
257782878,-3.406561972,
258382838,-3.383152182,
258982798,-3.397140602,
259582758,-3.425021708,
260182718,-3.424029844,
260782678,-3.471859995,
261382638,-3.47691862,
261982598,-3.440025723,
262582558,-3.50457537,
263182518,-3.386913026,
263782478,-3.482899657,
264382438,-3.482926271,
264982398,-3.572295593,
265582358,-3.465722161,
266182318,-3.503373809,
266782278,-3.526399075,
267382238,-3.622704844,
267982198,-3.580083021,
268582158,-3.523245133,
269182118,-3.677908244,
269782078,-3.597933711,
270382038,-3.582641632,
270981998,-3.488183666,
271581958,-3.648881915,
272181918,-3.616333261,
272781878,-3.653405136,
273381838,-3.59152453,
273981798,-3.657249271,
274581758,-3.670348898,
275181718,-3.567967188,
275781678,-3.6789535,
276381638,-3.703332526,
276981598,-3.653215215,
277581558,-3.721691495,
278181518,-3.75756868,
278781478,-3.702617112,
279381438,-3.730910285,
279981398,-3.770354882,
280581358,-3.797579612,
281181318,-3.801647019,
281781278,-3.883241372,
282381238,-3.842306113,
282981198,-3.829850192,
283581158,-3.871623305,
284181118,-3.892292632,
284781078,-3.790370334,
285381038,-3.839686979,
285980998,-3.900813039,
286580958,-3.8349055,
287180917,-3.923317603,
287780877,-3.916073641,
288380837,-3.861462179,
288980797,-3.970346883,
289580757,-3.985815098,
290180717,-3.913795703,
290780677,-4.000927682,
291380637,-3.839560584,
291980597,-3.947247009,
292580557,-3.953933889,
293180517,-3.979785926,
293780477,-3.971706779,
294380437,-4.004523104,
294980397,-3.913955024,
295580357,-4.003042981,
